normalized_name,display_name_variants,variant_count,occurrence_count,recipe_count,dominant_kind,nutrition_match_status,nutrition_reference_name,nutrition_matched_alias,nutrition_source,calories_per_100g,protein_per_100g,fat_per_100g,carbs_per_100g,primary_ingredient_hits,quantity_examples,category_examples,recipe_examples,note_examples
uvetta,Uvetta (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Carne | Pollame,Petti Di Pollo In Crosta Di Frutta Secca Con Zabaglione Al Marsala | Sanguinaccio Alla Maniera Lucana,Luogo: Basilicata. Luogo: Lucania.
uvetta di corinto,Uvetta Di Corinto (2),1,2,2,ingredient,unmatched,,,,,,,,0,25 G (1) | 40 G (1),Dessert,Babà (3) | Sformato Di Riso Dolce,
uvetta passa fatta rinvenire,Uvetta Passa Fatta Rinvenire (2),1,2,2,ingredient,unmatched,,,,,,,,0,250 G (2),Carne,Biroldo | Sanguinaccio Alla Pistoiese,Luogo: Toscana. Luogo: Pistoia.
uvetta sultanina ammollata in poco rum,Uvetta Sultanina Ammollata In Poco Rum (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Dessert,Delizia Dell'imperatore | Kaiserschmarren (2),Luogo: Austria.
uvetta sultanina ammorbidita nel rum,Uvetta Sultanina Ammorbidita Nel Rum (2),1,2,2,ingredient,unmatched,,,,,,,,0,50 G (2),Dessert,Crostata Di Cachi | Torta Di Riso (2),
uvetta sultanina bagnata per 30 minuti in 1 2 bicchiere di maraschino,Uvetta Sultanina Bagnata Per 30 Minuti In 1/2 Bicchiere Di Maraschino (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Cucchiai (2),Dessert,Mele Al Forno (5) | Mele Al Forno (7),
uvetta sultanina fatta rinvenire in acqua tiepida,Uvetta Sultanina Fatta Rinvenire In Acqua Tiepida (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/2 Cucchiaio (2),Antipasto,Dolmates | Involtini Di Foglie Di Vite,
uvetta sultanina senza semi,Uvetta Sultanina Senza Semi (2),1,2,2,ingredient,unmatched,,,,,,,,0,30 G (1) | 75 G (1),Dessert | Pollame,Fagottini Di Mele (2) | Pollo All'indiana,Preparazione: 30 minuti. Cottura e raffreddamento: 30 minuti. | Luogo: India.
uvetta sultanina tipo malaga,Uvetta Sultanina Tipo Malaga (2),1,2,2,ingredient,unmatched,,,,,,,,0,80 G (1) | 40 G (1),Dessert | Primo,Insalata Di Arance (2) | Sciuscieddu (2),
uvette tritate,Uvette Tritate (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/2 Tazza (2),Dessert,Clootie Dumpling | Torta Con Uvette,Luogo: Regno Unito. Luogo: Scozia.
vaniglia liquida,Vaniglia Liquida (2),1,2,2,ingredient,unmatched,,,,,,,,0,Alcune Gocce (1) | 1 Cucchiaino (1),Dessert,Crema Quattro Cantoni | Pineapple Upside-down Cake,Preparazione: 40 minuti. Cottura: 5 minuti.
vaniglia naturale,Vaniglia Naturale (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Stecca (1),Dessert,Castagne Al Latte Di Soia | Crema Di Mandorle (2),Ricetta adatta a: vegetariani.
ventresca,Ventresca (2),1,2,2,ingredient,unmatched,,,,,,,,0,70 G (1) | 3 Fette (1),Carne | Primo,Abbuticchi | Spaghetti Alla Bottarga (3),Luogo: Ciociaria. Luogo: Lazio.
verdura di stagione,Verdura Di Stagione (2),1,2,2,ingredient,unmatched,,,,,,,,1,1500 G (1) | 500 G (1),Primo,Minestrone Sardo | Risotto Primaverile,Luogo: Sardegna.
verdure da brodo,Verdure Da Brodo (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Primo,Crema Di Pollo | Minestra Al Prosciutto,
verdure di stagione,Verdure Di Stagione (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Contorno | Primo,Frittata Dell'ortolano | Minestrone Alla Genovese,Luogo: Liguria. Luogo: Genova.
verdure melanzane zucchine patate,"Verdure (melanzane, Zucchine, Patate) (2)",1,2,2,ingredient,unmatched,,,,,,,,0,1 Confezione (2),Contorno,Contorno Mediterraneo Ai Funghi | Contorno Mediterraneo Con Cipolla In Agrodolce,
verdure miste di stagione,Verdure Miste Di Stagione (2),1,2,2,ingredient,unmatched,,,,,,,,0,500 G (1) | 1200 G (1),Contorno | Primo,Insalata Di Riso Con Verdure Di Stagione | Verdure Stufate All'uva,
verdure per minestrone,Verdure Per Minestrone (2),1,2,2,ingredient,unmatched,,,,,,,,0,500 G (2),Primo,Minestra Sarda | Minestrone Al Semolino,Luogo: Sardegna.
vermouth amaro cinzano,Vermouth Amaro Cinzano (2),1,2,2,ingredient,unmatched,,,,,,,,1,1/2 (2),Bevande,Baruffino | Baruffo (2),
vermouth dolce bianco,Vermouth Dolce (bianco) (1) | Vermouth Dolce Bianco (1),2,2,2,ingredient,unmatched,,,,,,,,0,1/4 (1) | 1/2 (1),Bevande,Affinity | Americano (2),
vermouth martini dolce,Vermouth Martini Dolce (2),1,2,2,ingredient,unmatched,,,,,,,,0,2/6 (1) | 2 Cucchiai (1),Bevande,Angela | Angela (2),
vernaccia,Vernaccia (2),1,2,2,ingredient,unmatched,,,,,,,,0,50 Cl (1) | 10 Cl (1),Antipasto | Pollame,Gallina Alla Vernaccia | Spiedini Di Scampi E Limone,
verza abbastanza grande,Verza Abbastanza Grande (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 (2),Carne,Bottaggio Alla Milanese | Casoeula,Luogo: Lombardia. Luogo: Milano.
verza grande,Verza Grande (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 (2),Carne | Primo,Cassoeula | Riso E Verza Alla Napoletana,Luogo: Campania. Luogo: Napoli.
vescica di maiale,Vescica Di Maiale (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 (2),Carne | Pollame,Pollastra Ripiena Alla Francese | Salama Da Sugo,Luogo: Francia. | Luogo: Emilia Romagna. Luogo: Ferrara.
vino aglianico del vulture,Vino Aglianico Del Vulture (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/2 Bicchiere (2),Primo,Hommage A L'agneau | Pappardelle All'agnello,
vino arneis,Vino Arneis (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Bottiglie (1),Carne | Pesce,Cartoccio Di Persico Alla Piemontese | Coniglio All'arneis,Luogo: Piemonte.
vino bianco ad alta gradazione,Vino Bianco Ad Alta Gradazione (2),1,2,2,ingredient,unmatched,,,,,,,,0,100 Cl (2),Bevande,Liquore Di Ginepro | Liquore Di Ginepro (2),
vino bianco aromatico,Vino Bianco Aromatico (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/2 Bicchiere (1) | 50 Cl (1),Contorno | Pesce,Strudel Di Crauti | Trote Al Vapore,
vino bianco cortese di gavi,Vino Bianco Cortese Di Gavi (2),1,2,2,ingredient,unmatched,,,,,,,,0,18/20 (1) | 4/10 (1),Bevande,Cristiano | San Giuseppe,
vino bianco passito,Vino Bianco Passito (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Pesce | Primo,Lasagna Di Zucca | Sarde A Beccafico (4),
vino bianco secco aromatico,Vino Bianco Secco Aromatico (2),1,2,2,ingredient,unmatched,,,,,,,,0,100 Cl (1) | 75 Cl (1),Dessert | Pesce,Nasello Al Vino Bianco | Zuppa Ghiacciata Al Melone,
vino bianco secco gelato,Vino Bianco Secco Gelato (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Bevande,Cremisi | Ombretta,
vino bianco secco o tamarindo,Vino Bianco Secco (o Tamarindo) (2),1,2,2,ingredient,unmatched,,,,,,,,0,20 Cl (2),Pollame,Stufato Di Pollo | Tika,Luogo: Kenya.
vino brunello di montalcino,Vino Brunello Di Montalcino (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bottiglia (1) | 150 Cl (1),Carne,Brasato Al Brunello Di Montalcino | Cosciotto Di Cinghiale In Salsa Di Brunello E Bacche Di Ginepro,
vino champagne ben ghiacciato,Vino Champagne Ben Ghiacciato (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Bevande,Giuseppina Champagne Cocktail | Torre D'argento Champagne,
vino champagne brut ben freddo,Vino Champagne Brut Ben Freddo (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bottiglia (1),Bevande,Champagne Cup | Champagne Fizz,
vino champagne brut freddo,Vino Champagne Brut Freddo (2),1,2,2,ingredient,unmatched,,,,,,,,1,2/4 (1) | 3/4 (1),Bevande,Cerbiatta | Champagne Pick Me Up,
vino champagne brut lanson,Vino Champagne Brut Lanson (2),1,2,2,ingredient,unmatched,,,,,,,,0,4/6 (1),Bevande,Alex | Black Night,
vino champagne gelato,Vino Champagne Gelato (2),1,2,2,ingredient,unmatched,,,,,,,,0,4/5 (1),Bevande,Avio | Baboon's Island,
vino fermo,Vino Fermo (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/4 Tazza (2),Pesce,Aragosta In Crema Di Pomodoro | Langosta En Pure De Tomate,Luogo: Cuba.
vino madera sercial,Vino Madera Sercial (2),1,2,2,ingredient,unmatched,,,,,,,,2,1 Bottiglia (1) | 1/6 (1),Bevande,Hot Madera | Tropical Isle,
vino malvasia,Vino Malvasia (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Bicchieri (1),Carne | Primo,Peposo Del Brunelleschi | Risotto D'autunno,
vino marc de champagne pommery,Vino Marc De Champagne Pommery (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/2 (1) | 1/10 (1),Bevande,Boffalora | Meridiana,
vino marsala dolce,Vino Marsala Dolce (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Bicchierini (1) | 1/2 Bicchierino (1),Carne | Dessert,Arrosto Di Vitello Alle Mele | Semifreddo Alla Camomilla,
vino marsala secco o vino bianco,Vino Marsala Secco (o Vino Bianco) (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Dessert,Chiacchiere (5) | Lattughe,Preparazione: 90 minuti.
vino marsala vergine,Vino Marsala Vergine (2),1,2,2,ingredient,unmatched,,,,,,,,2,3/10 (1) | 1/2 (1),Bevande,Alibabà | Happy Day,
vino nebbiolo d alba,Vino Nebbiolo D'alba (2),1,2,2,ingredient,unmatched,,,,,,,,0,100 Cl (2),Dessert,Pere Al Vino | Pere Al Vino (2),Luogo: Piemonte. Luogo: Alba. Cottura: 90 minuti.
vino pinot nero,Vino Pinot Nero (2),1,2,2,ingredient,unmatched,,,,,,,,0,50 Cl (1) | 33 Cl (1),Dessert | Pollame,Faraona Al Lardo E Pinot Nero | Pere Al Pinot Nero,
vino porto bianco vino bianco porto,Vino Porto Bianco (vino Bianco Porto) (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1) | 4/5 (1),Bevande | Carne,Prosciutto Al Vino Bianco | Soleado (4),
vino porto rosso offley vino rosso porto,Vino Porto Rosso Offley (vino Rosso Porto) (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/4 (1) | 3/10 (1),Bevande,Off-side | The Rose,
vino porto rosso sandeman vino rosso porto,Vino Porto Rosso Sandeman (vino Rosso Porto) (2),1,2,2,ingredient,unmatched,,,,,,,,0,5/10 (1) | 2/10 (1),Bevande,Pellegrino | Selvatico,
vino porto secco,Vino Porto Secco (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bicchiere (1) | 20 Cl (1),Dessert | Salsa,Coppe Di Melone Al Porto | Salsa Cumberland,
vino rosso barolo,Vino Rosso Barolo (2),1,2,2,ingredient,unmatched,,,,,,,,0,50 Cl (1),Dessert | Primo,Pappardelle Alla Lepre | Timballo Di Pere Al Vino Rosso,Luogo: Umbria. Luogo: Perugia.
vino rosso chianti,Vino Rosso Chianti (1) | Vino Rosso (chianti) (1),2,2,2,ingredient,unmatched,,,,,,,,0,25 Cl (1),Carne,Cinghiale In Padella | Conigliolo Coll'olive,Preparazione: 120 minuti.
vino rosso di media struttura,Vino Rosso Di Media Struttura (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bicchiere (2),Pesce,Polipo Alla Buce | Polipo Alla Luce,Preparazione: 40 minuti.
vino rosso facoltativo,Vino Rosso (facoltativo) (2),1,2,2,ingredient,unmatched,,,,,,,,0,3 Cucchiai (1),Antipasto | Carne,Costine Di Maiale | Crostata Alle Olive,Preparazione: 40 Minuti. Cottura: 105 Minuti.
vino rosso forte,Vino Rosso Forte (2),1,2,2,ingredient,unmatched,,,,,,,,0,100 Cl (1) | 1/2 Bicchiere (1),Carne,Capriolo In Salmì | Gulasch Di Manzo,
vino rosso invecchiato,Vino Rosso Invecchiato (2),1,2,2,ingredient,unmatched,,,,,,,,0,100 Cl (1) | 200 G (1),Bevande | Dessert,Genziana Cocktail | Pere Ubriache Alla Crema,
vino rubesco,Vino Rubesco (2),1,2,1,ingredient,unmatched,,,,,,,,0,2 Bicchierini (1) | 1 Bottiglia (1),Pollame,Piccione In Salsa Al Miele E Rubesco,
vino sauternes,Vino Sauternes (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bicchiere (1) | 1 Bottiglia (1),Dessert | Pesce,Capesante Gratinate Al Sauternes | Sorbetto Al Sauternes,
vino spumante brut champenois carpene malvolti freddissimo,Vino Spumante Brut Champenois Carpenè Malvolti Freddissimo (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bottiglia (1) | 120 G (1),Bevande,Clarissa | Claudine,
vino spumante brut ghiacciato,Vino Spumante Brut Ghiacciato (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bottiglia (1) | 7/10 (1),Bevande,Apricot Cup | Bellini (14),
vino spumante brut marone cinzano,Vino Spumante Brut Marone Cinzano (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/4 (1),Bevande,Armida | Moe' S,
vino spumante brut montelera,Vino Spumante Brut Montelera (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Bevande,Cassis Cocktail | Poldo,
vino spumante freddissimo,Vino Spumante Freddissimo (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Bevande,Imperial Mix | Ovidio,
vino spumante freddo,Vino Spumante Freddo (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Bevande,Corpse Reviver (2) | Cortina Club,
vino spumante italiano,Vino Spumante Italiano (2),1,2,2,ingredient,unmatched,,,,,,,,1,2/5 (1),Bevande,Champagne Mojito | Moscow Mule (2),
vino spumante pinot,Vino Spumante Pinot (2),1,2,2,ingredient,unmatched,,,,,,,,0,10 Cl (1) | 1 Bicchiere (1),Carne | Primo,Bracioline Di Maiale Al Pinot | Risotto Alla Trevigiana,Luogo: Veneto. Luogo: Treviso.
vino spumante prosecco carpene malvolti,Vino Spumante Prosecco Carpenè Malvolti (2),1,2,2,ingredient,unmatched,,,,,,,,0,5 Cucchiai (1),Bevande,Alberto Sordi | Canal Grande,
vino spumante semisecco,Vino Spumante Semisecco (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Bevande,Aperitivo Al Fico D'india | Aperitivo Alla Melagrana,
vino verduzzo,Vino Verduzzo (2),1,2,2,ingredient,unmatched,,,,,,,,0,25 Cl (1) | 250 G (1),Dessert | Primo,Sopa Coada | Strudel Di Mele E Ricotta Alla Salsa Di Verduzzo,
vino vermentino,Vino Vermentino (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 1/2 Bicchiere (1) | 1 Bicchiere (1),Pesce | Primo,Bucatini Con Arselle E Finocchietto | Triglie Al Vermentino,Luogo: Lazio.
vino vernaccia,Vino Vernaccia (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bicchiere (2),Pesce,Pagelli Alla Vernaccia | Pagelli Alla Vernaccia (2),
vino vernaccia di oristano,Vino Vernaccia Di Oristano (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Bicchieri (1) | 200 G (1),Carne | Primo,Cosciotto Di Pecora Alla Vernaccia | Spaghetti Alla Vernaccia,
vino vernaccia di san gimignano,Vino Vernaccia Di San Gimignano (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Bicchiere (2),Pesce | Primo,Gnocchi Di Patate Ai Pomodori Secchi | Tinche Con Verdure Alla Senese,Preparazione: 60 minuti. Cottura: 10 minuti. | Luogo: Toscana. Luogo: Siena.
viole,Viole (2),1,2,2,ingredient,unmatched,,,,,,,,0,50 G (1),Contorno | Salsa,Aceto Di Champagne Fiorito | Insalata Colorata Primavera,
violette,Violette (2),1,2,2,ingredient,unmatched,,,,,,,,0,8 (1) | 100 G (1),Dessert | Salsa,Aceto Di Violette | Mousse Di Cioccolato Bianco,
vischio foglie fresche,Vischio (foglie Fresche) (2),1,2,2,ingredient,unmatched,,,,,,,,0,10 G (1) | 15 G (1),Bevande,Infuso Di Vischio | Infuso Di Vischio (2),
vitello arrosto,Vitello Arrosto (2),1,2,2,ingredient,unmatched,,,,,,,,0,150 G (1) | 200 G (1),Primo,Agnolotti Cavour | Cannelloni Alla Besciamella,
vitellone,Vitellone (2),1,2,2,ingredient,unmatched,,,,,,,,2,800 G (1) | 300 G (1),Carne | Primo,Caldo Freddo Di Vitellone | Maccheroni Alla Chitarra Al Sugo,
vitellone macinato,Vitellone Macinato (2),1,2,2,ingredient,unmatched,,,,,,,,0,500 G (2),Carne,Kabaub Shaami | Spiedini Di Crocchette,Luogo: Afghanistan.
vodka 50 gradi,Vodka 50 Gradi (2),1,2,2,ingredient,unmatched,,,,,,,,0,2/4 (1) | 80 G (1),Bevande,Czarina (2) | Czarina (3),
vodka al limone,Vodka Al Limone (2),1,2,2,ingredient,unmatched,,,,,,,,1,2 Bicchierini (1) | 1/2 (1),Bevande | Dessert,Budino Di Limone | Sgroppino,
vodka alla pesca,Vodka Alla Pesca (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1),Bevande | Dessert,Cheese Cake | Eva Grog,
vodka alla pesca boero,Vodka Alla Pesca Boero (2),1,2,2,ingredient,unmatched,,,,,,,,0,3/10 (1) | 2/10 (1),Bevande,Little Dream | Mississippi,
vodka alla pesca seremeq,Vodka Alla Pesca Seremeq (2),1,2,2,ingredient,unmatched,,,,,,,,0,2/10 (1) | 3/10 (1),Bevande,Cristina | Preludio,
vodka azzurra chazskaja,Vodka Azzurra Chazskaja (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/4 (1) | Alcune Gocce (1),Bevande,Celestino | Totalissimo,
vodka finlandia,Vodka Finlandia (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/2 (1) | 1/4 (1),Bevande,Issimo | Monte Bianco (3),
vodka keglevich melone,Vodka Keglevich Melone (2),1,2,2,ingredient,unmatched,,,,,,,,0,3/10 (1) | 1/10 (1),Bevande,Davide | Lady 'a',
vodka keglevich pesca,Vodka Keglevich Pesca (2),1,2,2,ingredient,unmatched,,,,,,,,0,3/10 (1) | 1/3 (1),Bevande,Gianna Ti Amo! | Racy Fruit,
vodka naturale,Vodka Naturale (2),1,2,2,ingredient,unmatched,,,,,,,,0,4 Cucchiai (2),Primo,Penne Alla Vodka (4) | Penne Alla Vodka (5),
vodka o rum,Vodka (o Rum) (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1) | 4 Cucchiaini (1),Dessert,Gelato Di Datteri | Mele All'ananas,
vodka rossa boero,Vodka Rossa Boero (2),1,2,2,ingredient,unmatched,,,,,,,,0,3/10 (1) | 2/10 (1),Bevande,Carla | Molinari Estasi,
vodka rossa chazskaja,Vodka Rossa Chazskaja (2),1,2,2,ingredient,unmatched,,,,,,,,0,2/10 (1) | Alcune Gocce (1),Bevande,Alleluia Drink | Perché No,
vodka sottobosco artic,Vodka Sottobosco Artic (1) | Vodka-sottobosco Artic (1),2,2,2,ingredient,unmatched,,,,,,,,0,10 G (1) | 1 Spruzzo (1),Bevande,Ombretta Rosa | Puccini New Fashion (2),
vol au vent grande,Vol-au-vent Grande (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 (2),Primo,Vol-au-vent Con Raviolini | Vol-au-vent Di Mare,
vongole non sgusciate,Vongole Non Sgusciate (2),1,2,2,ingredient,unmatched,,,,,,,,0,400 G (2),Primo,Riso Coe Cappe | Risotto Di Vongole,Luogo: Veneto. Luogo: Venezia.
wafer al cioccolato,Wafer Al Cioccolato (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/2 Tazza (1) | 130 G (1),Dessert,Cheese Cake Allo Zenzero | Mini Cheesecake Al Lime,Preparazione: 20 minuti. Cottura: 1 minuto.
whisky cutty sark,Whisky Cutty Sark (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/3 (1) | 5/10 (1),Bevande,Gigi 83 | Rothmans,
william s,William's (2),1,2,2,ingredient,unmatched,,,,,,,,0,1/5 (1) | 3/5 (1),Bevande,B. M. W. | Billy,
wurstel di maiale grandi,Wurstel Di Maiale Grandi (2),1,2,2,ingredient,unmatched,,,,,,,,0,3 (2),Carne,Arrosto Ripieno Con Wurstel | Pancetta Farcita,
wurstel di maiale piccoli,Wurstel Di Maiale Piccoli (2),1,2,2,ingredient,unmatched,,,,,,,,0,5 (1) | 15 (1),Antipasto | Primo,Caramelle Di Olive E Wurstel | Gnocchi Ai Wurstel,
wurstel grandi,Wurstel Grandi (2),1,2,2,ingredient,unmatched,,,,,,,,0,4 (1) | 3 (1),Carne | Primo,Braciole Di Maiale Alla Tedesca | Penne Ai Wurstel,Luogo: Germania.
yogurth bianco compatto,Yogurth Bianco Compatto (2),1,2,2,ingredient,unmatched,,,,,,,,0,150 G (2),Pesce,Merluzzo Allo Yogurth | Sogliola Allo Yogurth,
yogurth bianco magro,Yogurth Bianco Magro (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Vasetto (1) | 70 G (1),Primo,Penne Rosse E Nere | Spaghettini Al Pesto Delicato,
yogurth cremoso,Yogurth Cremoso (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1) | 1 Tazza (1),Contorno | Primo,Insalata Di Germogli (2) | Tagliatelle Al Tartufo Nero (2),
yogurth denso straghisto,Yogurth Denso (straghisto) (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Vasetto (1) | 150 G (1),Contorno | Salsa,Insalata Di Barbabietole E Aringhe | Salsa All'aneto E Cetriolo,Luogo: Svezia.
yogurth doppia panna,Yogurth Doppia Panna (2),1,2,2,ingredient,unmatched,,,,,,,,0,250 G (2),Dessert,Coppe Allo Yogurth | Coppe Allo Yogurth (3),
yogurth greco intero,Yogurth Greco Intero (2),1,2,2,ingredient,unmatched,,,,,,,,0,300 G (1) | 150 G (1),Carne | Dessert,Polpette Al Forno Con Le Cipolle | Tartellette Ai Pistacchi,Preparazione: 25 minuti. Cottura: 10 minuti.
yogurth intero doppia panna,Yogurth Intero Doppia Panna (2),1,2,2,ingredient,unmatched,,,,,,,,0,350 G (1) | 40 Cl (1),Dessert,Crema Di Cocco E Mango | Yogurth Ai Frutti Esotici,
yogurth naturale intero,Yogurth Naturale Intero (2),1,2,2,ingredient,unmatched,,,,,,,,2,50 Cl (2),Bevande,Bevanda Frizzante Allo Yogurth | Dug,Luogo: Iran.
yuzu grattugiato,Yuzu Grattugiato (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Pizzico (2),Salsa,Maionese Del Sol Levante | Tamago No Moto,Luogo: Giappone.
zenzero fresco tritato,Zenzero Fresco Tritato (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1) | 1/2 Cucchiaino (1),Dessert | Primo,Pears Chutney | Spaghettini Con Manzo Speziato,Luogo: Sudafrica.
zenzero spezzettato pezzi di 2 5 cm,Zenzero Spezzettato (pezzi Di 2.5 Cm) (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Pezzo (2),Carne | Pesce,Filetto Marinato | Filetto Marinato (2),
zibibbo,Zibibbo (2),1,2,2,ingredient,unmatched,,,,,,,,0,1000 G (1),Carne | Dessert,Cinghiale In Agrodolce | Pangiallo (3),
zucca cotta,Zucca Cotta (2),1,2,2,ingredient,unmatched,,,,,,,,1,200 G (1) | 150 G (1),Dessert | Primo,Pasticcio Di Pasta Di Zucca | Torta Di Zucca (4),
zucca di 5000 g,Zucca Di 5000 G (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 (2),Primo,Carbonada Criolla | Zuppa Criolla,Luogo: Argentina.
zucca dolce,Zucca Dolce (2),1,2,2,ingredient,unmatched,,,,,,,,0,400 G (1) | 1 Pezzo (1),Primo,Eliche Al Forno Con Fontina E Zucca | Insalata Di Riso Autunnale,
zucca gialla a polpa soda e compatta varieta marina,Zucca Gialla A Polpa Soda E Compatta (varietà Marina) (2),1,2,2,ingredient,unmatched,,,,,,,,0,1000 G (2),Dessert,Frittelle Di Zucca (2) | Frittelle Dolci Di Zucca,
zucca gialla polpa,Zucca Gialla (polpa) (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Fetta (2),Primo,Minestra Di Zucca (4) | Minestra Di Zucca (5),Ricetta adatta a: bambini piccoli.
zucca mondata,Zucca Mondata (2),1,2,2,ingredient,unmatched,,,,,,,,0,2000 G (1) | 600 G (1),Dessert | Primo,Torta Di Zucca (2) | Zuppa Di Zucca E Gamberi,
zuccherata,Zuccherata (2),1,2,2,ingredient,unmatched,,,,,,,,0,50 G (2),Antipasto,Buccellato | Cucciddatu,Luogo: Sicilia. Luogo: Palermo.
zucchero a quadretti,Zucchero A Quadretti (2),1,2,2,ingredient,unmatched,,,,,,,,0,250 G (2),Bevande | Dessert,Caramelle Mou | Liquore Al Caffè (8),
zucchero a velo da spolverare,Zucchero A Velo Da Spolverare (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Dessert,Quarkkeulchen | Tortine Di Ricotta,Luogo: Germania.
zucchero bianco,Zucchero Bianco (2),1,2,2,ingredient,unmatched,,,,,,,,0,20 G (1) | 1 Tazza (1),Dessert | Pollame,Anatra Arrosto Con Timballo Di Verdure | Biscotti Alla Neiman-marcus,
zucchero colorato,Zucchero Colorato (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Dessert,Biscottini Per L'albero | Cuore Al Marzapane,
zucchero di canna integrale,Zucchero Di Canna Integrale (2),1,2,2,ingredient,unmatched,,,,,,,,0,2 Cucchiai (1) | 100 G (1),Dessert,Arance Allo Yogurth (2) | Torta Di Ricotta (5),
zucchero di melassa,Zucchero Di Melassa (2),1,2,2,ingredient,unmatched,,,,,,,,0,450 G (1) | 250 G (1),Dessert,Pan Di Zenzero All'arancia | Torta Di Cioccolato Alla Melassa,
zucchero impalpabile,Zucchero Impalpabile (2),1,2,2,ingredient,unmatched,,,,,,,,0,,Dessert,Crepes (5) | Palacinka,Luogo: Jugoslavia.
zucchero in zollette,Zucchero In Zollette (2),1,2,2,ingredient,unmatched,,,,,,,,0,250 G (1),Dessert,Gelato All'arancia | Gnocchi Di Albicocche (2),
zucchero integrale,Zucchero Integrale (2),1,2,2,ingredient,unmatched,,,,,,,,0,100 G (1),Dessert,Anguria Ubriaca | Banane Al Forno (2),
zucchero o miele,Zucchero (o Miele) (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Cucchiaino (1),Bevande,Bibita All'arancia Con Il Bimby | Decotto Al Vino Rosso,
zucchero sciroppato,Zucchero Sciroppato (2),1,2,2,ingredient,unmatched,,,,,,,,0,1 Cucchiaio (1) | 1 Cucchiaino (1),Bevande,Caffè Flip | Karol Fizz,
zucchero semolato fine,Zucchero Semolato Fine (2),1,2,2,ingredient,unmatched,,,,,,,,0,3 Cucchiai (1) | 100 G (1),Dessert,Crema Di Mascarpone Al Panforte | Meringa Pavlova,Preparazione: 25 minuti. Cottura: 75 minuti.
